EventId,EventTemplate,Occurrences
a097cfec,<*> <<<< CRABS >>>> crabsFlumeHostAvailable: [0x7f961cf08cf0] Byte flume reports host available again.,3
a8fbc64d,"DB Error: 1 ""no such table: tb c2cMsg <*>",3
814e9471,**** [BroadcomBluetoothHostControllerUSBTransport][start] -- Completed (matched on Device) -- <*> ****,3
34e4e02b,<*> <*> <*> [lvl=2] -[KSOutOfProcessFetcher(PrivateMethods) helperDidTerminate:] KSOutOfProcessFetcher fetch ended for URL: <*>,3
9243e37f,CGXDisplayDidWakeNotification <*> posting kCGSDisplayDidWake,3
795a719d,[<*>] [Adding [<CalDAVAccountRefreshQueueableOperation: <*> Sequence: 0>] to failed operations.],3
451decdf,"device generate lock screen screenshot: authw <*> 0, <*> <*> shield <*> dev [1440,900]",3
b35055fa,wake time set <*> s,3
6ecadd3f,"IOPMrootDomain: idle cancel, state 1",3
c0688ea4,hibernate <*> pmap structs done: last valid compact indx <*>,3
1efe32ce,network changed: DNS* Proxy,3
f7ef02dd,Opened file <*> size <*> extents <*> maxio 2000000 ssd 1,3
9379fc26,<*> <*> <*> [lvl=2] KSHelperReceiveAllData() KSHelperTool read <*> bytes from stdin.,3
96315708,"<<<< FigByteStream >>>> FigByteStreamStatsLogOneRead: ByteStream read of <*> bytes @ <*> took <*> <*> to complete, <*> reads >= <*> sec.",3
c6b40f22,Captive: [CNInfoNetworkActive:1748] en0: SSID 'CalVisitor' making interface primary (cache indicates network not captive),3
a3ed931c,"Service ""<*>"" tried to hijack endpoint ""<*>"" from owner: <*>",3
94f37b2f,assertion failed: 15G1510: <*> + 38574 [10D2E324-788C-30CC-A749-55AE67AEC7BC]: 0x7fc235807b90,3
ca177a76,"polled file major 1, minor 0, blocksize 4096, pollers 5",3
ccdef586,Wake reason: ARPT (Network),3
d3e6f6c7,device generate desktop screenshot: authw <*> shield <*>,3
4f588e7d,CCFile :: copyFile fileName is [2017-07-07 <*> source <*> <*> dest path:/Library/Logs/CrashReporter/CoreCapture/<*>/[2017-07-07 <*> <*> <*>,3
55ccf8b5,"CCLogTap :: profileRemoved, Owner: <*>, Name: <*>",3
d477ed02,"pages <*> wire <*> act <*> inact <*> cleaned 0 spec <*> zf <*> throt 0, compr <*> xpmapped 40000",4
5657cd9b,Captive: CNPluginHandler en0: Inactive,4
c760a0f5,Sandbox: <*> deny(1) mach-lookup <*>,4
18fb28e9,CCFile :: copyFile fileName is [2017-07-05 <*> source <*> <*> dest path:/Library/Logs/CrashReporter/CoreCapture/<*>/[2017-07-05 <*> <*> <*>,4
2c3a9fce,<*> : BTLE scanner Powered Off,4
ca5984fa,"<*> <*> <*> <*> Error Domain=NSURLErrorDomain Code=-1009 ""The Internet connection appears to be offline."" <*> {Error Domain=kCFErrorDomainCFNetwork Code=-1009 ""The Internet connection appears to be offline."" <*> <*> kCFStreamErrorCodeKey=8, kCFStreamErrorDomainKey=12, NSLocalizedDescription=The Internet connection appears to be offline.}}, <*> <*> kCFStreamErrorDomainKey=12, kCFStreamErrorCodeKey=8, NSLocalizedDescription=The Internet connection appears to be offline.}",4
194f9289,[HID] [MT] AppleMultitouchDevice :: <*> entered,4
412c52f3,<*> <<<< IQ-CA >>>> piqca setUsePreQueue: <*> rejecting report of layer being serviced - IQ has not yet begun to update,4
e3d70e64,<*> <*> | I | VoipWrapper | DAVEngineImpl.cpp:1400:Close | close video chat. llFriendUIN = <*>,4
424da589,(APRT): wl0: MDNS: IPV4 Addr: <*>,4
b58d6d06,Saw change in network reachability <*>,4
24310bbf,"(APRT): wl0: Roamed or switched channel, reason <*> bssid <*> last RSSI <*>",4
1b3b24d2,"NETWORK: no response from server, reachability, 2, queryRetries, <*>",4
eb6288da,<*> config service posix.cc(306)] Failed to read DnsConfig.,4
f5d08b65,en0: Supported channels 1 2 3 4 5 6 7 8 9 10 11 12 13 36 40 44 48 52 56 60 64 100 104 108 112 116 120 124 128 132 136 140 144 149 153 157 161 <*>,4
7771bb1b,<*> manager is not powered on,4
8f966b82,tcp connection destination perform socket connect <*> connectx to <*> failed: <*> Network is <*>,4
7434df3c,Captive: CNPluginHandler en0: Evaluating,4
83801e0d,ASSERTION FAILED: dvcAddrRef != ((void *)0) -[DriverServices getDeviceAddress:] line: 2789,4
e06c52d6,"securityd xpc dictionary handler cloudd[326] copy matching Error Domain=NSOSStatusErrorDomain Code=-50 ""query missing class name"" (paramErr: error in user parameter list) UserInfo={NSDescription=query missing class name}",4
c6c6ddc6,<*> parser:didStartElement:namespaceURI:qualifiedName:attributes:] Type not found in EWSItemType for ExchangePersonIdGuid (t:ExchangePersonIdGuid),4
ceb60c03,mDNS RegisterInterface: Frequent transitions for interface <*> <*>,4
44545874,TBT W (2): 0x0040 [x],4
2068da72,Wake reason: RTC (Alarm),5
d8e2131a,[<*>] [Refusing to parse response to PROPPATCH because of content-type: [text/html; charset=UTF-8].],5
5a018b10,-[NETClientConnection evaluateCrazyIvan46] CI46 - Perform CrazyIvan46! <*> <*> <*>:80,5
bceb4345,"SecOSStatusWith error:[-50] Error Domain=NSOSStatusErrorDomain Code=-50 ""query missing class name"" (paramErr: error in user parameter list) UserInfo={NSDescription=query missing class name}",5
484f6a8a,<IMMacNotificationCenterManager: <*> NC Disabled: NO,5
a23397bf,"setting hostname to ""authorMacBook-Pro.local""",5
82f617b4,sigio handler: sigio handler active != <*>,5
57ec2813,AirPort: Link Down on en0. Reason 8 (Disassociated because station leaving).,5
d64dbc7d,mDNS DeregisterInterface: Frequent transitions for interface <*> <*>,5
7437a69c,en0: 802.11d country code set to <*>,5
d2e7d9a4,doSaveChannels@286: Will write to: <*> <*> - <*> rsn:0.xml,6
b8410d50,AppleThunderboltNHIType2 :: waitForOk2Go2Sx - intel rp = 1 dlla reporting supported = 0,6
ea01f4d8,(APRT): wl0: wl update tcpkeep seq: Original Seq: <*> Ack: <*> Win size: 4096,6
191b4de5,(APRT): wlc dump aggfifo:,6
4362eb23,QQ(10018) deny mach-lookup <*>,6
7ddf0849,CCIOReporterFormatter :: addRegistryChildToChannelDictionary streams 7,7
cc50f92a,<*> : Scanning mode Contacts Only,7
d4801f71,(APRT): AQM agg results 0x8001 len hi/lo: 0x0 <*> BAbitmap(0-3) 0 0 0 0,7
275b916c,(APRT): AQM agg params 0xfc0 maxlen hi/lo 0x0 0xffff minlen 0x0 adjlen 0x0,7
d7911a0c,Captive: CNPluginHandler en0: Authenticated,7
ad3e232c,"Setting BTCoex Config: enable 2G:1, profile 2g:0, enable 5G:1, profile 5G:0",7
005b6de9,AirPort: Link Down on awdl0. Reason 1 (Unspecified).,7
7674dda1,network changed: <*> <*> DNS! Proxy SMB,7
0af63e74,<*> : BTLE scanner Powered On,8
d9482b38,tcp connection tls session error callback imp <*> tcp connection tls session callback write block invoke.434 error 22,8
4c566081,(APRT): wl0: setup keepalive: Seq: <*> Ack: <*> Win size: 4096,8
75353338,Unrecognized attribute value: t:AbchPersonItemType,8
953eaebf,"(APRT): IOPMPowerSource Information: <*> SleepType: Normal Sleep, 'ExternalConnected': Yes, 'TimeRemaining': 0,",8
3d44b9e9,[HID] [ATC] AppleDeviceManagementHIDEventService :: processWakeReason Wake reason: Host (0x01),8
7a123c93,KeychainGetICDPStatus: status: off,8
21f4e072,"(APRT): IOPMPowerSource Information: onSleep, SleepType: Normal Sleep, 'ExternalConnected': <*> 'TimeRemaining': <*>",8
3ec1327a,(APRT): wl0: setup keepalive: Local port: <*> Remote port: <*>,8
d57aad94,(APRT): framerdy 0x0 bmccmd <*> framecnt 1024,8
522bc328,<*> itemasync <*> signalled err=-12785 (kFigBaseObjectError Invalidated) (invalidated) at /Library/Caches/<*>/Sources/CoreMedia/<*>/Prototypes/Player/FigPlayer Async.c line <*>,9
fce27f63,(APRT): wl0: leaveModulePoweredForOffloads: Wi-Fi will stay on.,9
4ca9dc75,CCIOReporterFormatter :: refreshSubscriptionsFromStreamRegistry clearing out any previous subscriptions,9
b5dd3697,ASL Sender Statistics,9
70e478c0,"PM response took <*> ms (54, powerd)",9
07f32c27,(APRT): ARPT: Wake Reason: Wake on Scan offload,9
9d21c230,"(APRT): wl0: MDNS: 0 SRV Recs, 0 TXT Recs",9
ab45a781,in6 unlink ifa: IPv6 address <*> has no prefix,9
b55176d9,jemmytest,10
d96afdde,CCFile :: copyFile fileName is [2017-07-03 <*> <*> source <*> <*> <*> dest path:/Library/Logs/CrashReporter/CoreCapture/<*>/[2017-07-03 <*> <*> <*> <*>,10
68482dd7,en0 :: IO80211Interface :: postMessage bssid changed,10
19a99e6a,(APRT): wl0: wl update tcpkeep seq: Updated seq/ack/win from UserClient Seq <*> Ack <*> Win size <*>,10
9734f1ac,############################## getSysMsgList,10
3d2fa6d2,42-[NETClientConnection evaluateCrazyIvan46] block invoke CI46 - Hit by torpedo! <*> <*> <*>,10
74a7bb57,"(APRT): wl0: setup keepalive: interval <*> retry interval 30, retry count 10",11
473faede,"IO80211AWDLPeerManager :: setAwdlSuspendedMode() Suspending AWDL, enterQuietMode(true)",11
c86dfdd9,Bluetooth -- LE is supported - Disable LE meta event,11
c5de5950,RTC: PowerByCalendarDate setting ignored,11
830ebb18,AppleThunderboltNHIType2 :: waitForOk2Go2Sx - retries = <*>,11
4f51a0e8,<*> FigAgglomeratorSetObjectForKey signalled err=-16020 (kFigStringConformerError ParamErr) (NULL key) at /Library/Caches/<*>/Sources/CoreMedia/<*>/Prototypes/LegibleOutput/FigAgglomerator.c line 92,11
61cb43e6,"SOSAccountThisDeviceCanSyncWithCircle sync with device failure: Error Domain=<*> Code=1035 ""Account identity not set"" UserInfo={NSDescription=Account identity not set}",12
1bf3d457,"USBMSC Identifier (non-unique): 000000000820 0x5ac 0x8406 0x820, 3",12
d8405eef,(APRT): AirPort Brcm43xx :: syncPowerState: WWEN[enabled],12
c61e66d9,(APRT): AirPort Brcm43xx :: powerChange: System Wake - Full Wake/ Dark Wake / Maintenance wake,12
3e7bc944,(APRT): wl0: setup keepalive: <*> IP: <*>,12
9a054d77,-[NETClientConnection effectiveBundleID] using process name <*> as bundle ID (this is expected for daemons without bundle ID,13
b8a7111a,dnssd clientstub ConnectToServer: connect() failed path:/var/run/mDNSResponder Socket:4 Err:-1 Errno:1 Operation not permitted,13
4d69df78,Error returned from iconservicesagent: (null),13
de1b8e5e,AirPort: Link Up on <*>,13
cb6d7ba7,-[UABestAppSuggestionManager notifyBestAppChanged:type:options:bundleIdentifier:activityType:dynamicIdentifier:when:confidence:deviceName:deviceIdentifier:deviceType:] (null) UASuggestedActionType=0 (null)/(null) opts=(null) <*> <*> +0000 confidence=1 from=(null)/(null) (UABestAppSuggestionManager.m #319),14
7562e40d,KeychainGetICDPStatus: keychain: -25300,14
807382bd,AppleCamIn :: handleWakeEvent gated,15
3f143fab,Received Capture Event,15
b9b132a2,"Path not allowed in target domain: type = pid, path = /System/Library/StagedFrameworks/Safari/SafariShared.framework/Versions/A/XPCServices/<*>/Contents/MacOS/<*> error = 147: The specified service did not ship in the requestor's bundle, origin = /System/Library/StagedFrameworks/Safari/WebKit.framework/Versions/A/XPCServices/<*>",15
1e10fab9,AppleThunderboltNHIType2 :: prePCIWake - power up complete - took <*> us,15
2ccf63d9,nw nat64 post new ifstate successfully changed NAT64 ifstate from <*> to <*>,15
da211e2e,IO80211AWDLPeerManager :: setAwdlAutoMode Resuming AWDL,15
9061729d,Previous sleep cause: 5,15
ad7241f0,73-[NetworkAnalyticsEngine observeValueForKeyPath:ofObject:change:context:] block invoke unexpected switch value 2,16
3a8476ad,en0: BSSID changed to <*>,16
5b5c2cac,(APRT): AirPort Brcm43xx :: powerChange: System Sleep,17
06d224bb,CCFile :: captureLog,17
1fe57c31,-[NetworkAnalyticsEngine writeJournalRecord:fromCellFingerprint:key:atLOI:ofKind:lqm:isFaulty:] Hashing of the primary key failed. Dropping the journal record.,17
a12012c8,"NETWORK: requery, 0, 0, 0, 0, <*> items, fQueryRetries, <*> fLastRetryTimestamp, <*>",17
757e9342,tcp connection handle connect conditions bad <*> failed: 3 - No network route,18
b7844740,-[ISGenerateImageOp generateImageWithCompletion:] Failed to composit image for descriptor <ISBindingImageDescriptor: <*>,20
64c5fac4,AppleCamIn :: wakeEventHandlerThread,20
5faf7ee1,button report: <*>,20
86f9b3d4,en0: channel changed to <*>,20
4b272a78,IO80211AWDLPeerManager :: setAwdlOperatingMode Setting the AWDL operation mode from <*> to <*>,20
ca51f326,CCFile :: captureLog Received Capture notice id: <*> reason = <*> <*>,20
02d494ab,AppleThunderboltGenericHAL :: earlyWake - complete - took <*> milliseconds,22
b268b443,CCFile :: captureLogRun() Exiting CCFile :: captureLogRun,22
d8cfefd6,<*> <<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification,23
0d916bd5,send datagram available ping: pid 445 failed to act on a ping it dequeued before timing out.,26
93a05da7,(APRT): wl0: MDNS: IPV6 Addr: <*>,28
05927b2c,(APRT): AirPort Brcm43xx :: platformWoWEnable: <*>,28
19147422,<*> deny network-outbound /private/var/run/mDNSResponder,29
9cdbf8d2,Sandbox: <*> deny(1) network-outbound /private/var/run/mDNSResponder,29
d48a5a80,CCFile :: captureLogRun Skipping current file Dir file <*> <*> <*> Current File <*> <*> <*>,31
9a29adb8,IOThunderboltSwitch<0>(0x0) :: listenerCallback - Thunderbolt HPD packet for route = 0x0 port = <*> unplug = 0,36
3813df52,Location icon should now be in state <*>,37
b7aaf5db,Thermal pressure state: <*> Memory pressure state: 0,39
72ccfa85,dnssd clientstub ConnectToServer: connect()-> No of tries: <*>,44
c6985b8b,AppleCamIn :: systemWakeCall - messageType = <*>,56
3a1142a3,Cocoa scripting error for <*> four character codes must be four characters long.,71
233eda94,"<*> scheduler evaluate activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring.",166
