LineId,Date,Time,Pid,Level,Component,Content,EventId,EventTemplate,ParameterList
560,081110,111650,26,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock : blockMap updated : 10.251.127.47 : 50010 is added to (BLK) size 67108864,6f0ee124,BLOCK* NameSystem.addStoredBlock : blockMap updated : <*> : 50010 is added to (BLK) size 67108864,['10.251.127.47']
561,081110,111732,9557,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block (BLK) terminating,302a2300,PacketResponder 0 for block (BLK) terminating,[]
562,081110,111748,9582,INFO,dfs.DataNode$DataXceiver,Receiving block (BLK) src : /10.251.30.134 : 36059 dest : /10.251.30.134 : 50010,7784fb86,Receiving block (BLK) src : /<*> : 36059 dest : /<*> : 50010,"['10.251.30.134', '10.251.30.134']"
563,081110,111807,29,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock : blockMap updated : 10.251.67.113 : 50010 is added to (BLK) size 67108864,6f0ee124,BLOCK* NameSystem.addStoredBlock : blockMap updated : <*> : 50010 is added to (BLK) size 67108864,['10.251.67.113']
564,081110,111826,9879,INFO,dfs.DataNode$PacketResponder,Received block (BLK) of size 67108864 from /10.251.198.33,f2891995,Received block (BLK) of size 67108864 from /<*>,['10.251.198.33']
565,081110,111909,31,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock : blockMap updated : 10.251.123.99 : 50010 is added to (BLK) size 67108864,6f0ee124,BLOCK* NameSystem.addStoredBlock : blockMap updated : <*> : 50010 is added to (BLK) size 67108864,['10.251.123.99']
566,081110,111958,26,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock : blockMap updated : 10.251.107.19 : 50010 is added to (BLK) size 3547172,792944d9,BLOCK* NameSystem.addStoredBlock : blockMap updated : <*> : 50010 is added to (BLK) size 3547172,['10.251.107.19']
567,081110,112055,10002,INFO,dfs.DataNode$DataXceiver,Receiving block (BLK) src : /10.250.7.230 : 41059 dest : /10.250.7.230 : 50010,30c0fa45,Receiving block (BLK) src : /<*> : 41059 dest : /<*> : 50010,"['10.250.7.230', '10.250.7.230']"
568,081110,112152,9621,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block (BLK) terminating,302a2300,PacketResponder 0 for block (BLK) terminating,[]
569,081110,112155,13,INFO,dfs.DataBlockScanner,Verification succeeded for (BLK),8f24aa61,Verification succeeded for (BLK),[]
570,081110,112234,9888,INFO,dfs.DataNode$DataXceiver,Receiving block (BLK) src : /10.251.71.68 : 44457 dest : /10.251.71.68 : 50010,5523a4a5,Receiving block (BLK) src : /<*> : 44457 dest : /<*> : 50010,"['10.251.71.68', '10.251.71.68']"
571,081110,112310,9858,INFO,dfs.DataNode$DataXceiver,Receiving block (BLK) src : /10.251.193.224 : 52556 dest : /10.251.193.224 : 50010,c17a21c0,Receiving block (BLK) src : /<*> : 52556 dest : /<*> : 50010,"['10.251.193.224', '10.251.193.224']"
572,081110,112324,9997,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block (BLK) terminating,302a2300,PacketResponder 0 for block (BLK) terminating,[]
573,081110,112448,27,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock : blockMap updated : 10.251.111.228 : 50010 is added to (BLK) size 67108864,6f0ee124,BLOCK* NameSystem.addStoredBlock : blockMap updated : <*> : 50010 is added to (BLK) size 67108864,['10.251.111.228']
574,081110,112511,10021,INFO,dfs.DataNode$PacketResponder,Received block (BLK) of size 67108864 from /10.251.214.130,f2891995,Received block (BLK) of size 67108864 from /<*>,['10.251.214.130']
575,081110,112516,10267,INFO,dfs.DataNode$DataXceiver,Receiving block (BLK) src : /10.250.11.194 : 37449 dest : /10.250.11.194 : 50010,ec3cbde0,Receiving block (BLK) src : /<*> : 37449 dest : /<*> : 50010,"['10.250.11.194', '10.250.11.194']"
576,081110,112615,9713,INFO,dfs.DataNode$DataXceiver,Receiving block (BLK) src : /10.251.199.150 : 58165 dest : /10.251.199.150 : 50010,f627f44b,Receiving block (BLK) src : /<*> : 58165 dest : /<*> : 50010,"['10.251.199.150', '10.251.199.150']"
577,081110,112629,10027,INFO,dfs.DataNode$PacketResponder,Received block (BLK) of size 67108864 from /10.251.74.79,f2891995,Received block (BLK) of size 67108864 from /<*>,['10.251.74.79']
578,081110,112653,10042,INFO,dfs.DataNode$PacketResponder,Received block (BLK) of size 67108864 from /10.251.122.65,f2891995,Received block (BLK) of size 67108864 from /<*>,['10.251.122.65']
579,081110,112716,9992,INFO,dfs.DataNode$DataXceiver,Receiving block (BLK) src : /10.251.26.131 : 47660 dest : /10.251.26.131 : 50010,b414ba74,Receiving block (BLK) src : /<*> : 47660 dest : /<*> : 50010,"['10.251.26.131', '10.251.26.131']"
580,081110,112739,10109,INFO,dfs.DataNode$PacketResponder,Received block (BLK) of size 67108864 from /10.251.74.134,f2891995,Received block (BLK) of size 67108864 from /<*>,['10.251.74.134']
581,081110,112744,28,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock : blockMap updated : 10.250.10.100 : 50010 is added to (BLK) size 67108864,6f0ee124,BLOCK* NameSystem.addStoredBlock : blockMap updated : <*> : 50010 is added to (BLK) size 67108864,['10.250.10.100']
582,081110,112807,35,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock : blockMap updated : 10.251.38.53 : 50010 is added to (BLK) size 67108864,6f0ee124,BLOCK* NameSystem.addStoredBlock : blockMap updated : <*> : 50010 is added to (BLK) size 67108864,['10.251.38.53']
583,081110,113017,10093,INFO,dfs.DataNode$DataXceiver,Receiving block (BLK) src : /10.251.123.195 : 49611 dest : /10.251.123.195 : 50010,a3001086,Receiving block (BLK) src : /<*> : 49611 dest : /<*> : 50010,"['10.251.123.195', '10.251.123.195']"
584,081110,113407,10381,INFO,dfs.DataNode$PacketResponder,Received block (BLK) of size 3540106 from /10.250.15.240,78853a38,Received block (BLK) of size 3540106 from /<*>,['10.250.15.240']
585,081110,113636,19,INFO,dfs.FSDataset,Deleting block (BLK) file /mnt/hadoop/dfs/data/current/subdir48/(BLK),fab3b0cb,Deleting block (BLK) file /mnt/hadoop/dfs/data/current/subdir48/(BLK),[]
586,081110,113919,10209,INFO,dfs.DataNode$PacketResponder,Received block (BLK) of size 67108864 from /10.251.126.22,f2891995,Received block (BLK) of size 67108864 from /<*>,['10.251.126.22']
587,081110,113952,10299,INFO,dfs.DataNode$PacketResponder,Received block (BLK) of size 67108864 from /10.250.7.230,f2891995,Received block (BLK) of size 67108864 from /<*>,['10.250.7.230']
588,081110,113955,10279,INFO,dfs.DataNode$DataXceiver,Receiving block (BLK) src : /10.251.42.191 : 44480 dest : /10.251.42.191 : 50010,92aa7fe4,Receiving block (BLK) src : /<*> : 44480 dest : /<*> : 50010,"['10.251.42.191', '10.251.42.191']"
589,081110,114005,10102,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block (BLK) terminating,2620ba37,PacketResponder 1 for block (BLK) terminating,[]
590,081110,114019,10028,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block (BLK) terminating,ede36145,PacketResponder 2 for block (BLK) terminating,[]
591,081110,114020,10232,INFO,dfs.DataNode$DataXceiver,Receiving block (BLK) src : /10.251.126.255 : 42844 dest : /10.251.126.255 : 50010,400f9601,Receiving block (BLK) src : /<*> : 42844 dest : /<*> : 50010,"['10.251.126.255', '10.251.126.255']"
592,081110,114119,34,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock : blockMap updated : 10.251.26.177 : 50010 is added to (BLK) size 67108864,6f0ee124,BLOCK* NameSystem.addStoredBlock : blockMap updated : <*> : 50010 is added to (BLK) size 67108864,['10.251.26.177']
593,081110,114144,10436,INFO,dfs.DataNode$PacketResponder,Received block (BLK) of size 67108864 from /10.251.91.229,f2891995,Received block (BLK) of size 67108864 from /<*>,['10.251.91.229']
594,081110,114231,10363,INFO,dfs.DataNode$DataXceiver,Receiving block (BLK) src : /10.251.35.1 : 59569 dest : /10.251.35.1 : 50010,fb702f94,Receiving block (BLK) src : /<*> : 59569 dest : /<*> : 50010,"['10.251.35.1', '10.251.35.1']"
595,081110,114309,29,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock : /user/root/randtxt2/_temporary/_task_200811101024_0002_m_000299_0/part-00299. (BLK),451bc776,BLOCK* NameSystem.allocateBlock : /user/root/randtxt2/_temporary/_task_200811101024_0002_m_000299_0/part-00299. (BLK),[]
596,081110,114315,10226,INFO,dfs.DataNode$PacketResponder,Received block (BLK) of size 67108864 from /10.251.214.130,f2891995,Received block (BLK) of size 67108864 from /<*>,['10.251.214.130']
597,081110,114319,33,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock : blockMap updated : 10.251.25.237 : 50010 is added to (BLK) size 67108864,6f0ee124,BLOCK* NameSystem.addStoredBlock : blockMap updated : <*> : 50010 is added to (BLK) size 67108864,['10.251.25.237']
598,081110,114347,35,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock : blockMap updated : 10.251.214.18 : 50010 is added to (BLK) size 67108864,6f0ee124,BLOCK* NameSystem.addStoredBlock : blockMap updated : <*> : 50010 is added to (BLK) size 67108864,['10.251.214.18']
599,081110,114354,10356,INFO,dfs.DataNode$DataXceiver,Receiving block (BLK) src : /10.251.91.15 : 57370 dest : /10.251.91.15 : 50010,1f1e4de2,Receiving block (BLK) src : /<*> : 57370 dest : /<*> : 50010,"['10.251.91.15', '10.251.91.15']"
600,081110,114357,10454,INFO,dfs.DataNode$DataXceiver,Receiving block (BLK) src : /10.251.42.207 : 57669 dest : /10.251.42.207 : 50010,46049754,Receiving block (BLK) src : /<*> : 57669 dest : /<*> : 50010,"['10.251.42.207', '10.251.42.207']"
601,081110,114449,10421,INFO,dfs.DataNode$DataXceiver,Receiving block (BLK) src : /10.251.111.80 : 43834 dest : /10.251.111.80 : 50010,bb198e69,Receiving block (BLK) src : /<*> : 43834 dest : /<*> : 50010,"['10.251.111.80', '10.251.111.80']"
602,081110,114454,30,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock : /user/root/randtxt2/_temporary/_task_200811101024_0002_m_000054_0/part-00054. (BLK),d5651cf2,BLOCK* NameSystem.allocateBlock : /user/root/randtxt2/_temporary/_task_200811101024_0002_m_000054_0/part-00054. (BLK),[]
603,081110,114504,10561,INFO,dfs.DataNode$DataXceiver,Receiving block (BLK) src : /10.251.195.33 : 50123 dest : /10.251.195.33 : 50010,167453b6,Receiving block (BLK) src : /<*> : 50123 dest : /<*> : 50010,"['10.251.195.33', '10.251.195.33']"
604,081110,114637,10468,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block (BLK) terminating,2620ba37,PacketResponder 1 for block (BLK) terminating,[]
605,081110,114717,10303,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block (BLK) terminating,ede36145,PacketResponder 2 for block (BLK) terminating,[]
606,081110,114724,10433,INFO,dfs.DataNode$DataXceiver,Receiving block (BLK) src : /10.250.6.223 : 34069 dest : /10.250.6.223 : 50010,19d0ca5d,Receiving block (BLK) src : /<*> : 34069 dest : /<*> : 50010,"['10.250.6.223', '10.250.6.223']"
607,081110,114738,10395,INFO,dfs.DataNode$DataXceiver,Receiving block (BLK) src : /10.251.110.196 : 53450 dest : /10.251.110.196 : 50010,5f34879a,Receiving block (BLK) src : /<*> : 53450 dest : /<*> : 50010,"['10.251.110.196', '10.251.110.196']"
608,081110,115017,31,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock : blockMap updated : 10.251.127.191 : 50010 is added to (BLK) size 67108864,6f0ee124,BLOCK* NameSystem.addStoredBlock : blockMap updated : <*> : 50010 is added to (BLK) size 67108864,['10.251.127.191']
609,081110,115202,10582,INFO,dfs.DataNode$DataXceiver,Receiving block (BLK) src : /10.251.39.160 : 35642 dest : /10.251.39.160 : 50010,ef61febd,Receiving block (BLK) src : /<*> : 35642 dest : /<*> : 50010,"['10.251.39.160', '10.251.39.160']"
610,081110,115204,10569,INFO,dfs.DataNode$DataXceiver,Receiving block (BLK) src : /10.250.6.191 : 34137 dest : /10.250.6.191 : 50010,8f0ed5bb,Receiving block (BLK) src : /<*> : 34137 dest : /<*> : 50010,"['10.250.6.191', '10.250.6.191']"
611,081110,115226,10579,INFO,dfs.DataNode$DataXceiver,Receiving block (BLK) src : /10.251.43.210 : 54766 dest : /10.251.43.210 : 50010,9a2011e1,Receiving block (BLK) src : /<*> : 54766 dest : /<*> : 50010,"['10.251.43.210', '10.251.43.210']"
612,081110,115408,10446,INFO,dfs.DataNode$DataXceiver,Receiving block (BLK) src : /10.251.29.239 : 53564 dest : /10.251.29.239 : 50010,417bb307,Receiving block (BLK) src : /<*> : 53564 dest : /<*> : 50010,"['10.251.29.239', '10.251.29.239']"
613,081110,115526,10492,INFO,dfs.DataNode$DataXceiver,Receiving block (BLK) src : /10.251.203.4 : 56599 dest : /10.251.203.4 : 50010,383cb754,Receiving block (BLK) src : /<*> : 56599 dest : /<*> : 50010,"['10.251.203.4', '10.251.203.4']"
614,081110,115614,28,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock : blockMap updated : 10.251.65.203 : 50010 is added to (BLK) size 67108864,6f0ee124,BLOCK* NameSystem.addStoredBlock : blockMap updated : <*> : 50010 is added to (BLK) size 67108864,['10.251.65.203']
615,081110,115700,10671,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block (BLK) terminating,2620ba37,PacketResponder 1 for block (BLK) terminating,[]
616,081110,115734,10668,INFO,dfs.DataNode$PacketResponder,Received block (BLK) of size 67108864 from /10.251.73.188,f2891995,Received block (BLK) of size 67108864 from /<*>,['10.251.73.188']
617,081110,115737,27,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock : blockMap updated : 10.251.195.33 : 50010 is added to (BLK) size 67108864,6f0ee124,BLOCK* NameSystem.addStoredBlock : blockMap updated : <*> : 50010 is added to (BLK) size 67108864,['10.251.195.33']
618,081110,115742,10672,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block (BLK) terminating,2620ba37,PacketResponder 1 for block (BLK) terminating,[]
619,081110,115804,32,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock : blockMap updated : 10.251.126.83 : 50010 is added to (BLK) size 67108864,6f0ee124,BLOCK* NameSystem.addStoredBlock : blockMap updated : <*> : 50010 is added to (BLK) size 67108864,['10.251.126.83']
620,081110,115934,10597,INFO,dfs.DataNode$PacketResponder,Received block (BLK) of size 28492032 from /10.250.6.4,5dd69ca9,Received block (BLK) of size 28492032 from /<*>,['10.250.6.4']
621,081110,120103,10778,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block (BLK) terminating,ede36145,PacketResponder 2 for block (BLK) terminating,[]
622,081110,120139,10638,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block (BLK) terminating,2620ba37,PacketResponder 1 for block (BLK) terminating,[]
623,081110,120233,27,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock : blockMap updated : 10.251.111.37 : 50010 is added to (BLK) size 67108864,6f0ee124,BLOCK* NameSystem.addStoredBlock : blockMap updated : <*> : 50010 is added to (BLK) size 67108864,['10.251.111.37']
624,081110,120246,10414,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block (BLK) terminating,2620ba37,PacketResponder 1 for block (BLK) terminating,[]
625,081110,120247,10427,INFO,dfs.DataNode$DataXceiver,Receiving block (BLK) src : /10.251.110.68 : 58266 dest : /10.251.110.68 : 50010,4e607061,Receiving block (BLK) src : /<*> : 58266 dest : /<*> : 50010,"['10.251.110.68', '10.251.110.68']"
626,081110,120247,10525,INFO,dfs.DataNode$PacketResponder,Received block (BLK) of size 67108864 from /10.251.30.179,f2891995,Received block (BLK) of size 67108864 from /<*>,['10.251.30.179']
627,081110,120410,35,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock : /user/root/randtxt2/_temporary/_task_200811101024_0002_m_001080_0/part-01080. (BLK),fc740eca,BLOCK* NameSystem.allocateBlock : /user/root/randtxt2/_temporary/_task_200811101024_0002_m_001080_0/part-01080. (BLK),[]
628,081110,120429,29,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock : blockMap updated : 10.251.197.226 : 50010 is added to (BLK) size 67108864,6f0ee124,BLOCK* NameSystem.addStoredBlock : blockMap updated : <*> : 50010 is added to (BLK) size 67108864,['10.251.197.226']
629,081110,120516,31,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock : blockMap updated : 10.251.73.220 : 50010 is added to (BLK) size 67108864,6f0ee124,BLOCK* NameSystem.addStoredBlock : blockMap updated : <*> : 50010 is added to (BLK) size 67108864,['10.251.73.220']
630,081110,120524,26,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock : blockMap updated : 10.251.202.134 : 50010 is added to (BLK) size 67108864,6f0ee124,BLOCK* NameSystem.addStoredBlock : blockMap updated : <*> : 50010 is added to (BLK) size 67108864,['10.251.202.134']
631,081110,120621,32,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock : /user/root/randtxt2/_temporary/_task_200811101024_0002_m_000809_0/part-00809. (BLK),dc95767e,BLOCK* NameSystem.allocateBlock : /user/root/randtxt2/_temporary/_task_200811101024_0002_m_000809_0/part-00809. (BLK),[]
632,081110,120718,34,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock : blockMap updated : 10.251.215.192 : 50010 is added to (BLK) size 67108864,6f0ee124,BLOCK* NameSystem.addStoredBlock : blockMap updated : <*> : 50010 is added to (BLK) size 67108864,['10.251.215.192']
633,081110,120807,10546,INFO,dfs.DataNode$PacketResponder,Received block (BLK) of size 67108864 from /10.251.91.229,f2891995,Received block (BLK) of size 67108864 from /<*>,['10.251.91.229']
634,081110,120857,29,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock : blockMap updated : 10.251.201.204 : 50010 is added to (BLK) size 67108864,6f0ee124,BLOCK* NameSystem.addStoredBlock : blockMap updated : <*> : 50010 is added to (BLK) size 67108864,['10.251.201.204']
635,081110,120931,10872,INFO,dfs.DataNode$DataXceiver,Receiving block (BLK) src : /10.251.201.204 : 47734 dest : /10.251.201.204 : 50010,5bf07097,Receiving block (BLK) src : /<*> : 47734 dest : /<*> : 50010,"['10.251.201.204', '10.251.201.204']"
636,081110,121045,10833,INFO,dfs.DataNode$DataXceiver,Receiving block (BLK) src : /10.251.31.242 : 47086 dest : /10.251.31.242 : 50010,0653b5b5,Receiving block (BLK) src : /<*> : 47086 dest : /<*> : 50010,"['10.251.31.242', '10.251.31.242']"
637,081110,121136,10865,INFO,dfs.DataNode$DataXceiver,Receiving block (BLK) src : /10.250.7.146 : 60294 dest : /10.250.7.146 : 50010,53a8175f,Receiving block (BLK) src : /<*> : 60294 dest : /<*> : 50010,"['10.250.7.146', '10.250.7.146']"
638,081110,121153,10880,INFO,dfs.DataNode$PacketResponder,Received block (BLK) of size 67108864 from /10.251.90.64,f2891995,Received block (BLK) of size 67108864 from /<*>,['10.251.90.64']
639,081110,121156,11034,INFO,dfs.DataNode$DataXceiver,Receiving block (BLK) src : /10.251.122.65 : 46080 dest : /10.251.122.65 : 50010,6f241d3c,Receiving block (BLK) src : /<*> : 46080 dest : /<*> : 50010,"['10.251.122.65', '10.251.122.65']"
640,081110,121202,11005,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block (BLK) terminating,ede36145,PacketResponder 2 for block (BLK) terminating,[]
641,081110,121248,10737,INFO,dfs.DataNode$DataXceiver,Receiving block (BLK) src : /10.251.30.101 : 60539 dest : /10.251.30.101 : 50010,80fa911d,Receiving block (BLK) src : /<*> : 60539 dest : /<*> : 50010,"['10.251.30.101', '10.251.30.101']"
642,081110,121402,10935,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block (BLK) terminating,2620ba37,PacketResponder 1 for block (BLK) terminating,[]
643,081110,121647,30,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock : blockMap updated : 10.251.91.32 : 50010 is added to (BLK) size 67108864,6f0ee124,BLOCK* NameSystem.addStoredBlock : blockMap updated : <*> : 50010 is added to (BLK) size 67108864,['10.251.91.32']
644,081110,121711,11025,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block (BLK) terminating,ede36145,PacketResponder 2 for block (BLK) terminating,[]
645,081110,121758,10889,INFO,dfs.DataNode$PacketResponder,Received block (BLK) of size 67108864 from /10.251.214.67,f2891995,Received block (BLK) of size 67108864 from /<*>,['10.251.214.67']
646,081110,121758,13,INFO,dfs.DataBlockScanner,Verification succeeded for (BLK),8f24aa61,Verification succeeded for (BLK),[]
647,081110,121943,29,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock : /user/root/randtxt2/_temporary/_task_200811101024_0002_m_001335_0/part-01335. (BLK),0b289810,BLOCK* NameSystem.allocateBlock : /user/root/randtxt2/_temporary/_task_200811101024_0002_m_001335_0/part-01335. (BLK),[]
648,081110,121951,30,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock : blockMap updated : 10.251.66.3 : 50010 is added to (BLK) size 67108864,6f0ee124,BLOCK* NameSystem.addStoredBlock : blockMap updated : <*> : 50010 is added to (BLK) size 67108864,['10.251.66.3']
649,081110,122121,10760,INFO,dfs.DataNode$DataXceiver,Receiving block (BLK) src : /10.251.109.209 : 49088 dest : /10.251.109.209 : 50010,fbc0f35e,Receiving block (BLK) src : /<*> : 49088 dest : /<*> : 50010,"['10.251.109.209', '10.251.109.209']"
650,081110,122207,11264,INFO,dfs.DataNode$PacketResponder,Received block (BLK) of size 67108864 from /10.251.106.10,f2891995,Received block (BLK) of size 67108864 from /<*>,['10.251.106.10']
651,081110,122210,11081,INFO,dfs.DataNode$DataXceiver,Receiving block (BLK) src : /10.251.127.191 : 51113 dest : /10.251.127.191 : 50010,fba78ded,Receiving block (BLK) src : /<*> : 51113 dest : /<*> : 50010,"['10.251.127.191', '10.251.127.191']"
652,081110,122309,11240,INFO,dfs.DataNode$PacketResponder,Received block (BLK) of size 67108864 from /10.251.194.213,f2891995,Received block (BLK) of size 67108864 from /<*>,['10.251.194.213']
653,081110,122314,29,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock : blockMap updated : 10.251.31.160 : 50010 is added to (BLK) size 67108864,6f0ee124,BLOCK* NameSystem.addStoredBlock : blockMap updated : <*> : 50010 is added to (BLK) size 67108864,['10.251.31.160']
654,081110,122407,11042,INFO,dfs.DataNode$PacketResponder,Received block (BLK) of size 67108864 from /10.250.6.214,f2891995,Received block (BLK) of size 67108864 from /<*>,['10.250.6.214']
655,081110,122444,30,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock : blockMap updated : 10.251.66.102 : 50010 is added to (BLK) size 67108864,6f0ee124,BLOCK* NameSystem.addStoredBlock : blockMap updated : <*> : 50010 is added to (BLK) size 67108864,['10.251.66.102']
656,081110,122607,11193,INFO,dfs.DataNode$PacketResponder,Received block (BLK) of size 67108864 from /10.251.106.10,f2891995,Received block (BLK) of size 67108864 from /<*>,['10.251.106.10']
657,081110,122609,26,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock : blockMap updated : 10.251.123.195 : 50010 is added to (BLK) size 67108864,6f0ee124,BLOCK* NameSystem.addStoredBlock : blockMap updated : <*> : 50010 is added to (BLK) size 67108864,['10.251.123.195']
658,081110,122630,10903,INFO,dfs.DataNode$DataXceiver,Receiving block (BLK) src : /10.251.42.9 : 51808 dest : /10.251.42.9 : 50010,bcf5d155,Receiving block (BLK) src : /<*> : 51808 dest : /<*> : 50010,"['10.251.42.9', '10.251.42.9']"
659,081110,122648,11281,INFO,dfs.DataNode$DataXceiver,Receiving block (BLK) src : /10.251.107.227 : 46913 dest : /10.251.107.227 : 50010,413f93d4,Receiving block (BLK) src : /<*> : 46913 dest : /<*> : 50010,"['10.251.107.227', '10.251.107.227']"
660,081110,122702,11168,INFO,dfs.DataNode$DataXceiver,Receiving block (BLK) src : /10.251.125.193 : 52079 dest : /10.251.125.193 : 50010,bfc3dbfb,Receiving block (BLK) src : /<*> : 52079 dest : /<*> : 50010,"['10.251.125.193', '10.251.125.193']"
661,081110,122717,27,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock : blockMap updated : 10.251.66.63 : 50010 is added to (BLK) size 67108864,6f0ee124,BLOCK* NameSystem.addStoredBlock : blockMap updated : <*> : 50010 is added to (BLK) size 67108864,['10.251.66.63']
662,081110,122719,11316,INFO,dfs.DataNode$DataXceiver,Receiving block (BLK) src : /10.251.123.132 : 47658 dest : /10.251.123.132 : 50010,9e86505c,Receiving block (BLK) src : /<*> : 47658 dest : /<*> : 50010,"['10.251.123.132', '10.251.123.132']"
663,081110,123008,11210,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block (BLK) terminating,2620ba37,PacketResponder 1 for block (BLK) terminating,[]
664,081110,123012,10997,INFO,dfs.DataNode$DataXceiver,Receiving block (BLK) src : /10.251.201.204 : 36915 dest : /10.251.201.204 : 50010,83eab4c4,Receiving block (BLK) src : /<*> : 36915 dest : /<*> : 50010,"['10.251.201.204', '10.251.201.204']"
665,081110,123040,26,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock : blockMap updated : 10.251.203.149 : 50010 is added to (BLK) size 67108864,6f0ee124,BLOCK* NameSystem.addStoredBlock : blockMap updated : <*> : 50010 is added to (BLK) size 67108864,['10.251.203.149']
666,081110,123114,33,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock : blockMap updated : 10.251.125.237 : 50010 is added to (BLK) size 67108864,6f0ee124,BLOCK* NameSystem.addStoredBlock : blockMap updated : <*> : 50010 is added to (BLK) size 67108864,['10.251.125.237']
667,081110,123132,11170,INFO,dfs.DataNode$PacketResponder,Received block (BLK) of size 67108864 from /10.251.195.52,f2891995,Received block (BLK) of size 67108864 from /<*>,['10.251.195.52']
668,081110,123237,30,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock : blockMap updated : 10.250.10.100 : 50010 is added to (BLK) size 28489733,f1c0b6fb,BLOCK* NameSystem.addStoredBlock : blockMap updated : <*> : 50010 is added to (BLK) size 28489733,['10.250.10.100']
669,081110,123252,11126,INFO,dfs.DataNode$PacketResponder,Received block (BLK) of size 67108864 from /10.251.194.147,f2891995,Received block (BLK) of size 67108864 from /<*>,['10.251.194.147']
670,081110,123252,11243,INFO,dfs.DataNode$PacketResponder,Received block (BLK) of size 67108864 from /10.251.126.255,f2891995,Received block (BLK) of size 67108864 from /<*>,['10.251.126.255']
671,081110,123309,29,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock : blockMap updated : 10.251.214.32 : 50010 is added to (BLK) size 67108864,6f0ee124,BLOCK* NameSystem.addStoredBlock : blockMap updated : <*> : 50010 is added to (BLK) size 67108864,['10.251.214.32']
672,081110,123401,10856,INFO,dfs.DataNode$PacketResponder,Received block (BLK) of size 67108864 from /10.251.198.196,f2891995,Received block (BLK) of size 67108864 from /<*>,['10.251.198.196']
673,081110,123453,27,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock : blockMap updated : 10.251.42.9 : 50010 is added to (BLK) size 28490269,382ef00a,BLOCK* NameSystem.addStoredBlock : blockMap updated : <*> : 50010 is added to (BLK) size 28490269,['10.251.42.9']
674,081110,123517,11398,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block (BLK) terminating,ede36145,PacketResponder 2 for block (BLK) terminating,[]
675,081110,123541,11406,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block (BLK) terminating,2620ba37,PacketResponder 1 for block (BLK) terminating,[]
