LineId,Date,Time,Level,Process,Component,Content,EventId,EventTemplate,ParameterList
191,2015-10-18,"18:02:07,573",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory : 0, vCores : -27>",adcadf01,"Recalculating schedule, headroom=<memory : 0, vCores : -27>",[]
192,2015-10-18,"18:02:07,573",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,773f4a2b,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,[]
193,2015-10-18,"18:02:08,636",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory : 0, vCores : -27>",adcadf01,"Recalculating schedule, headroom=<memory : 0, vCores : -27>",[]
194,2015-10-18,"18:02:08,636",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,773f4a2b,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,[]
195,2015-10-18,"18:02:09,667",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory : 0, vCores : -27>",adcadf01,"Recalculating schedule, headroom=<memory : 0, vCores : -27>",[]
196,2015-10-18,"18:02:09,667",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,773f4a2b,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,[]
197,2015-10-18,"18:02:10,667",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory : 0, vCores : -27>",adcadf01,"Recalculating schedule, headroom=<memory : 0, vCores : -27>",[]
198,2015-10-18,"18:02:10,667",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,773f4a2b,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,[]
199,2015-10-18,"18:02:11,714",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory : 0, vCores : -27>",adcadf01,"Recalculating schedule, headroom=<memory : 0, vCores : -27>",[]
200,2015-10-18,"18:02:11,714",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,773f4a2b,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,[]
201,2015-10-18,"18:02:12,745",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory : 0, vCores : -27>",adcadf01,"Recalculating schedule, headroom=<memory : 0, vCores : -27>",[]
202,2015-10-18,"18:02:12,745",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,773f4a2b,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,[]
203,2015-10-18,"18:02:12,808",INFO,Socket Reader #1 for port 62270,SecurityLogger.org.apache.hadoop.ipc.Server,Auth successful for job 1445144423722 0020 (auth : SIMPLE),df93d7a7,Auth successful for job 1445144423722 0020 (auth : SIMPLE),[]
204,2015-10-18,"18:02:12,855",INFO,IPC Server handler 13 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,JVM with ID : jvm 1445144423722 0020 m 000004 asked for a task,bec1daa2,JVM with ID : jvm 1445144423722 0020 m 000004 asked for a task,[]
205,2015-10-18,"18:02:12,855",INFO,IPC Server handler 13 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,JVM with ID : jvm 1445144423722 0020 m 000004 given task : attempt 1445144423722 0020 m 000002 0,60cf6fab,JVM with ID : jvm 1445144423722 0020 m 000004 given task : attempt 1445144423722 0020 m 000002 0,[]
206,2015-10-18,"18:02:13,902",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory : 0, vCores : -27>",adcadf01,"Recalculating schedule, headroom=<memory : 0, vCores : -27>",[]
207,2015-10-18,"18:02:13,902",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,773f4a2b,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,[]
208,2015-10-18,"18:02:14,933",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory : 0, vCores : -27>",adcadf01,"Recalculating schedule, headroom=<memory : 0, vCores : -27>",[]
209,2015-10-18,"18:02:14,933",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,773f4a2b,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,[]
210,2015-10-18,"18:02:15,949",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory : 0, vCores : -27>",adcadf01,"Recalculating schedule, headroom=<memory : 0, vCores : -27>",[]
211,2015-10-18,"18:02:15,949",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,773f4a2b,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,[]
212,2015-10-18,"18:02:17,027",INFO,IPC Server handler 14 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt 1445144423722 0020 m 000000 0 is : 0.023958297,a8d8e31b,Progress of TaskAttempt attempt 1445144423722 0020 m 000000 0 is : 0.023958297,[]
213,2015-10-18,"18:02:17,058",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory : 0, vCores : -27>",adcadf01,"Recalculating schedule, headroom=<memory : 0, vCores : -27>",[]
214,2015-10-18,"18:02:17,058",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,773f4a2b,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,[]
215,2015-10-18,"18:02:18,105",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory : 0, vCores : -27>",adcadf01,"Recalculating schedule, headroom=<memory : 0, vCores : -27>",[]
216,2015-10-18,"18:02:18,105",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,773f4a2b,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,[]
217,2015-10-18,"18:02:19,152",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory : 0, vCores : -27>",adcadf01,"Recalculating schedule, headroom=<memory : 0, vCores : -27>",[]
218,2015-10-18,"18:02:19,152",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,773f4a2b,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,[]
219,2015-10-18,"18:02:20,168",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory : 0, vCores : -27>",adcadf01,"Recalculating schedule, headroom=<memory : 0, vCores : -27>",[]
220,2015-10-18,"18:02:20,168",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,773f4a2b,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,[]
221,2015-10-18,"18:02:20,558",INFO,IPC Server handler 18 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt 1445144423722 0020 m 000000 0 is : 0.065791264,54887023,Progress of TaskAttempt attempt 1445144423722 0020 m 000000 0 is : 0.065791264,[]
222,2015-10-18,"18:02:21,261",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory : 0, vCores : -27>",adcadf01,"Recalculating schedule, headroom=<memory : 0, vCores : -27>",[]
223,2015-10-18,"18:02:21,261",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,773f4a2b,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,[]
224,2015-10-18,"18:02:21,699",INFO,IPC Server handler 12 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt 1445144423722 0020 m 000001 0 is : 0.05713628,6c8a897e,Progress of TaskAttempt attempt 1445144423722 0020 m 000001 0 is : 0.05713628,[]
225,2015-10-18,"18:02:22,402",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory : 0, vCores : -27>",adcadf01,"Recalculating schedule, headroom=<memory : 0, vCores : -27>",[]
226,2015-10-18,"18:02:22,402",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,773f4a2b,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,[]
227,2015-10-18,"18:02:23,465",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory : 0, vCores : -27>",adcadf01,"Recalculating schedule, headroom=<memory : 0, vCores : -27>",[]
228,2015-10-18,"18:02:23,465",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,773f4a2b,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,[]
229,2015-10-18,"18:02:24,527",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory : 0, vCores : -27>",adcadf01,"Recalculating schedule, headroom=<memory : 0, vCores : -27>",[]
230,2015-10-18,"18:02:24,527",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,773f4a2b,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,[]
231,2015-10-18,"18:02:24,543",INFO,IPC Server handler 18 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt 1445144423722 0020 m 000000 0 is : 0.10004553,effcce79,Progress of TaskAttempt attempt 1445144423722 0020 m 000000 0 is : 0.10004553,[]
232,2015-10-18,"18:02:24,949",INFO,IPC Server handler 13 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt 1445144423722 0020 m 000001 0 is : 0.079464614,c08581ea,Progress of TaskAttempt attempt 1445144423722 0020 m 000001 0 is : 0.079464614,[]
233,2015-10-18,"18:02:25,058",INFO,IPC Server handler 14 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt 1445144423722 0020 m 000002 0 is : 0.06741504,674590a6,Progress of TaskAttempt attempt 1445144423722 0020 m 000002 0 is : 0.06741504,[]
234,2015-10-18,"18:02:25,590",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory : 0, vCores : -27>",adcadf01,"Recalculating schedule, headroom=<memory : 0, vCores : -27>",[]
235,2015-10-18,"18:02:25,590",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,773f4a2b,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,[]
236,2015-10-18,"18:02:26,668",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory : 0, vCores : -27>",adcadf01,"Recalculating schedule, headroom=<memory : 0, vCores : -27>",[]
237,2015-10-18,"18:02:26,668",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,773f4a2b,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,[]
238,2015-10-18,"18:02:27,746",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory : 0, vCores : -27>",adcadf01,"Recalculating schedule, headroom=<memory : 0, vCores : -27>",[]
239,2015-10-18,"18:02:27,746",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,773f4a2b,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,[]
240,2015-10-18,"18:02:27,965",INFO,IPC Server handler 13 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt 1445144423722 0020 m 000000 0 is : 0.10635664,df8ff12a,Progress of TaskAttempt attempt 1445144423722 0020 m 000000 0 is : 0.10635664,[]
241,2015-10-18,"18:02:28,856",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory : 0, vCores : -27>",adcadf01,"Recalculating schedule, headroom=<memory : 0, vCores : -27>",[]
242,2015-10-18,"18:02:28,856",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,773f4a2b,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,[]
243,2015-10-18,"18:02:28,965",INFO,IPC Server handler 12 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt 1445144423722 0020 m 000001 0 is : 0.10501281,1201755c,Progress of TaskAttempt attempt 1445144423722 0020 m 000001 0 is : 0.10501281,[]
244,2015-10-18,"18:02:29,090",INFO,IPC Server handler 14 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt 1445144423722 0020 m 000002 0 is : 0.103304505,dad9529f,Progress of TaskAttempt attempt 1445144423722 0020 m 000002 0 is : 0.103304505,[]
245,2015-10-18,"18:02:29,918",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory : 0, vCores : -27>",adcadf01,"Recalculating schedule, headroom=<memory : 0, vCores : -27>",[]
246,2015-10-18,"18:02:29,918",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,773f4a2b,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,[]
247,2015-10-18,"18:02:30,949",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory : 0, vCores : -27>",adcadf01,"Recalculating schedule, headroom=<memory : 0, vCores : -27>",[]
248,2015-10-18,"18:02:30,949",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,773f4a2b,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,[]
249,2015-10-18,"18:02:31,668",INFO,IPC Server handler 18 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt 1445144423722 0020 m 000000 0 is : 0.10635664,df8ff12a,Progress of TaskAttempt attempt 1445144423722 0020 m 000000 0 is : 0.10635664,[]
250,2015-10-18,"18:02:31,996",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory : 0, vCores : -27>",adcadf01,"Recalculating schedule, headroom=<memory : 0, vCores : -27>",[]
251,2015-10-18,"18:02:31,996",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,773f4a2b,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,[]
252,2015-10-18,"18:02:32,434",INFO,IPC Server handler 9 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt 1445144423722 0020 m 000001 0 is : 0.1066108,9c4001f4,Progress of TaskAttempt attempt 1445144423722 0020 m 000001 0 is : 0.1066108,[]
253,2015-10-18,"18:02:32,715",INFO,IPC Server handler 12 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt 1445144423722 0020 m 000002 0 is : 0.10660437,01fc963b,Progress of TaskAttempt attempt 1445144423722 0020 m 000002 0 is : 0.10660437,[]
254,2015-10-18,"18:02:33,012",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory : 0, vCores : -27>",adcadf01,"Recalculating schedule, headroom=<memory : 0, vCores : -27>",[]
255,2015-10-18,"18:02:33,012",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,773f4a2b,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,[]
256,2015-10-18,"18:02:34,043",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory : 0, vCores : -27>",adcadf01,"Recalculating schedule, headroom=<memory : 0, vCores : -27>",[]
257,2015-10-18,"18:02:34,043",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,773f4a2b,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,[]
258,2015-10-18,"18:02:35,090",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory : 0, vCores : -27>",adcadf01,"Recalculating schedule, headroom=<memory : 0, vCores : -27>",[]
259,2015-10-18,"18:02:35,090",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,773f4a2b,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,[]
260,2015-10-18,"18:02:35,231",INFO,IPC Server handler 13 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt 1445144423722 0020 m 000000 0 is : 0.10635664,df8ff12a,Progress of TaskAttempt attempt 1445144423722 0020 m 000000 0 is : 0.10635664,[]
261,2015-10-18,"18:02:35,809",INFO,IPC Server handler 11 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt 1445144423722 0020 m 000001 0 is : 0.1066108,9c4001f4,Progress of TaskAttempt attempt 1445144423722 0020 m 000001 0 is : 0.1066108,[]
262,2015-10-18,"18:02:36,137",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory : 0, vCores : -27>",adcadf01,"Recalculating schedule, headroom=<memory : 0, vCores : -27>",[]
263,2015-10-18,"18:02:36,137",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,773f4a2b,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,[]
264,2015-10-18,"18:02:36,215",INFO,IPC Server handler 13 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt 1445144423722 0020 m 000002 0 is : 0.10660437,01fc963b,Progress of TaskAttempt attempt 1445144423722 0020 m 000002 0 is : 0.10660437,[]
265,2015-10-18,"18:02:37,169",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory : 0, vCores : -27>",adcadf01,"Recalculating schedule, headroom=<memory : 0, vCores : -27>",[]
266,2015-10-18,"18:02:37,169",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,773f4a2b,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,[]
267,2015-10-18,"18:02:38,200",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory : 0, vCores : -27>",adcadf01,"Recalculating schedule, headroom=<memory : 0, vCores : -27>",[]
268,2015-10-18,"18:02:38,200",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,773f4a2b,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,[]
269,2015-10-18,"18:02:38,762",INFO,IPC Server handler 28 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt 1445144423722 0020 m 000000 0 is : 0.10635664,df8ff12a,Progress of TaskAttempt attempt 1445144423722 0020 m 000000 0 is : 0.10635664,[]
270,2015-10-18,"18:02:39,200",INFO,IPC Server handler 13 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt 1445144423722 0020 m 000001 0 is : 0.1066108,9c4001f4,Progress of TaskAttempt attempt 1445144423722 0020 m 000001 0 is : 0.1066108,[]
271,2015-10-18,"18:02:39,216",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory : 0, vCores : -27>",adcadf01,"Recalculating schedule, headroom=<memory : 0, vCores : -27>",[]
272,2015-10-18,"18:02:39,216",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,773f4a2b,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,[]
273,2015-10-18,"18:02:39,622",INFO,IPC Server handler 9 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt 1445144423722 0020 m 000002 0 is : 0.10660437,01fc963b,Progress of TaskAttempt attempt 1445144423722 0020 m 000002 0 is : 0.10660437,[]
274,2015-10-18,"18:02:40,247",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory : 0, vCores : -27>",adcadf01,"Recalculating schedule, headroom=<memory : 0, vCores : -27>",[]
275,2015-10-18,"18:02:40,247",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,773f4a2b,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,[]
276,2015-10-18,"18:02:41,309",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory : 0, vCores : -27>",adcadf01,"Recalculating schedule, headroom=<memory : 0, vCores : -27>",[]
277,2015-10-18,"18:02:41,309",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,773f4a2b,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,[]
278,2015-10-18,"18:02:42,200",INFO,IPC Server handler 13 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt 1445144423722 0020 m 000000 0 is : 0.10635664,df8ff12a,Progress of TaskAttempt attempt 1445144423722 0020 m 000000 0 is : 0.10635664,[]
279,2015-10-18,"18:02:42,341",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory : 0, vCores : -27>",adcadf01,"Recalculating schedule, headroom=<memory : 0, vCores : -27>",[]
280,2015-10-18,"18:02:42,341",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,773f4a2b,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,[]
281,2015-10-18,"18:02:43,060",INFO,IPC Server handler 13 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt 1445144423722 0020 m 000001 0 is : 0.1066108,9c4001f4,Progress of TaskAttempt attempt 1445144423722 0020 m 000001 0 is : 0.1066108,[]
282,2015-10-18,"18:02:43,263",INFO,IPC Server handler 14 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt 1445144423722 0020 m 000002 0 is : 0.10660437,01fc963b,Progress of TaskAttempt attempt 1445144423722 0020 m 000002 0 is : 0.10660437,[]
283,2015-10-18,"18:02:43,388",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory : 0, vCores : -27>",adcadf01,"Recalculating schedule, headroom=<memory : 0, vCores : -27>",[]
284,2015-10-18,"18:02:43,388",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,773f4a2b,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,[]
285,2015-10-18,"18:02:44,419",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory : 0, vCores : -27>",adcadf01,"Recalculating schedule, headroom=<memory : 0, vCores : -27>",[]
286,2015-10-18,"18:02:44,419",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,773f4a2b,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,[]
287,2015-10-18,"18:02:45,450",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory : 0, vCores : -27>",adcadf01,"Recalculating schedule, headroom=<memory : 0, vCores : -27>",[]
288,2015-10-18,"18:02:45,450",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,773f4a2b,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,[]
289,2015-10-18,"18:02:45,841",INFO,IPC Server handler 9 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt 1445144423722 0020 m 000000 0 is : 0.10635664,df8ff12a,Progress of TaskAttempt attempt 1445144423722 0020 m 000000 0 is : 0.10635664,[]
